Год,Месяц,Скорость груженым,"Тонн ГМ на единицу оборудования в год, т",Средний грузооборот на единицу АС,"Средняя загрузка АС, т",Модель оборудования,Имя оборудования,Id Equip
2025,Февраль 2025,17.69,2667420,904735.74,182.37433155080214,KOMATSU 730-E,730E_41,868
2025,Февраль 2025,18.56,2906876.95,939407.16,183.53358024691366,NHL NTE200,NHL NTE200_43,1415
2025,Февраль 2025,18.83,2926747.29,951942.3,184.48447000821702,NHL NTE200,NHL NTE200_44,1416
2025,Февраль 2025,18.54,2878327.43,903163.61,180.39477124182994,NHL NTE200,NHL NTE200_45,1417
2025,Февраль 2025,16.12,2704547.02,830658.2,184.09236912156194,NHL NTE200,NHL NTE200_46,1418
2025,Февраль 2025,17.72,2735631.98,917313.06,183.60166229221355,NHL NTE200,NHL NTE200_47,1419
2025,Февраль 2025,17.36,2555229.43,893977.24,181.49777777777783,NHL NTE200,NHL NTE200_48,1420
2025,Февраль 2025,17.91,2762712.37,933458,186.72607929515414,NHL NTE200,NHL NTE200_49,1445
2025,Февраль 2025,17.84,2672541.73,861052.68,179.21057692307718,NHL NTE200,NHL NTE200_50,1446
2025,Февраль 2025,18.22,2930286.48,903891.17,185.46955445544552,NHL NTE200,NHL NTE200_51,1447
2025,Февраль 2025,18.32,2815972.39,887836.15,183.37843803056057,NHL NTE200,NHL NTE200_52,1448
2025,Февраль 2025,17.87,2863179.93,909630.34,183.64648829431445,NHL NTE200,NHL NTE200_53,1449
2025,Февраль 2025,18.79,2863703.96,890888.5,178.83259983700097,NHL NTE200,NHL NTE200_54,1450
2025,Февраль 2025,16.64,2840789.79,787057.61,181.75446205170977,NHL NTE200,NHL NTE200_55,1481
2025,Февраль 2025,18.43,2939255.05,906506.79,185.57786008230443,NHL NTE200,NHL NTE200_56,1490
2025,Февраль 2025,18.29,2528813.86,885884.24,181.98048780487815,NHL NTE200,NHL NTE200_57,1491
2025,Февраль 2025,18.66,2999897.2,899365.92,185.4384367445607,NHL NTE200,NHL NTE200_58,1496
2025,Февраль 2025,18.35,2869190.7,922256.39,187.16181972789124,NHL NTE200,NHL NTE200_59,1497
2025,Февраль 2025,18.43,2752019.18,881679.11,180.748116438356,NHL NTE200,NHL NTE200_60,1498
2025,Февраль 2025,18.28,2833536.71,898886.84,185.3087809036661,NHL NTE200,NHL NTE200_61,1499
2025,Февраль 2025,17.4,2874676.13,914625.62,188.15964163822545,NHL NTE200,NHL NTE200_62,1533
2025,Февраль 2025,18.16,2837199.75,917217.93,186.34263698630136,NHL NTE200,NHL NTE200_63,1634
2025,Февраль 2025,18.06,2776584.98,864590.67,177.94344193817875,NHL NTE200,NHL NTE200_64,1635
2025,Февраль 2025,18.49,2828979.43,895819.03,183.60203045685276,NHL NTE200,NHL NTE200_65,1636
2025,Февраль 2025,,2155038.21,73577.62,177,NHL NTE200,NHL NTE200_66,1641
2025,Февраль 2025,,2194262.68,82616.27,177,NHL NTE200,NHL NTE200_67,1642
2025,Февраль 2025,,2145808.93,61463.25,177,NHL NTE200,NHL NTE200_68,1644
2025,Февраль 2025,,2136579.64,73143.26,177,NHL NTE200,NHL NTE200_69,1645
2025,Февраль 2025,,2085818.57,55895.53,177,NHL NTE200,NHL NTE200_70,1647
2025,Февраль 2025,,2294781.64,78378.55,177,NHL NTE200,NHL NTE200_71,1656
2025,Февраль 2025,,2233259.26,72841.7,177,NHL NTE200,NHL NTE200_72,1671
2025,Февраль 2025,,2338315.3,43530.2,177,NHL NTE200,NHL NTE200_73,1672
2025,Февраль 2025,,1943474.59,88102.86,177,NHL NTE200,NHL NTE200_74,1683
2025,Февраль 2025,,1576669.64,2430.56,177,NHL NTE200,NHL NTE200_75,1687
2025,Февраль 2025,,2191955.36,0,177,NHL NTE200,NHL NTE200_76,1689
2025,Февраль 2025,,NaN,,,NHL NTE200,NHL NTE200_77,1691
2025,Март 2025,17.89,2651340.35,963877.74,184.12292007358926,KOMATSU 730-E,730E_13,501
2025,Март 2025,16.63,2587665.26,871136.2,184.99521043771014,KOMATSU 730-E,730E_14,502
2025,Март 2025,17.31,2017588.15,868714.31,181.87714685223716,KOMATSU 730-E,730E_15,503
2025,Март 2025,17.69,2276531.31,938103.81,183.0958658854162,KOMATSU 730-E,730E_16,504
2025,Март 2025,17.36,2428585.83,908258.56,183.99951326940243,KOMATSU 730-E,730E_17,505
2025,Март 2025,17.85,2687665.19,945005.09,183.93831939967706,KOMATSU 730-E,730E_18,506
2025,Март 2025,17.91,2591648.38,940935.5,184.81326826196502,KOMATSU 730-E,730E_19,507
2025,Март 2025,16.49,2489149,917945.59,183.51317328559014,KOMATSU 730-E,730E_20,508
2025,Март 2025,16.97,2585252.38,896661.46,183.12708976230184,KOMATSU 730-E,730E_21,509
2025,Март 2025,17.89,2663389.55,925931.87,182.8663601455133,KOMATSU 730-E,730E_22,510
2025,Март 2025,16.85,2460771.43,938842.67,182.2118793591975,KOMATSU 730-E,730E_23,511
2025,Март 2025,16.12,2656282.75,851002.27,184.76830159705125,KOMATSU 730-E,730E_24,512
2025,Март 2025,17.62,2648696.44,914767.35,183.19037459283354,KOMATSU 730-E,730E_25,513
2025,Март 2025,17.02,2549156.25,904394.61,184.25845265957415,KOMATSU 730-E,730E_26,514
2025,Март 2025,17.02,2616851.74,895216.04,183.6802990702476,KOMATSU 730-E,730E_27,515
2025,Март 2025,17.17,2286184.06,916428.21,183.87221294981046,KOMATSU 730-E,730E_28,516
2025,Март 2025,16.65,2339607.61,938790.33,183.13953917050657,KOMATSU 730-E,730E_29,517
2025,Март 2025,18.04,2057787.19,903265.23,176.53633017676756,KOMATSU 730-E,730E_37,864
2025,Март 2025,17.64,948294.45,937585.3,178.97794861111103,KOMATSU 730-E,730E_38,865
2025,Март 2025,18.08,2436118.12,955722.24,177.75187499999998,KOMATSU 730-E,730E_39,866
2025,Март 2025,16.92,2491023.03,966344.83,184.13084366840746,KOMATSU 730-E,730E_40,867
2025,Март 2025,17.4,2344890.54,963547.76,183.2153513109474,KOMATSU 730-E,730E_41,868
2025,Март 2025,17.5,2630126.82,984705.96,183.85237343106982,NHL NTE200,NHL NTE200_43,1415
2025,Март 2025,17.79,2099563.27,1019457.21,185.3628605444385,NHL NTE200,NHL NTE200_44,1416
2025,Март 2025,18.05,2622511.97,979573.06,180.05973625707378,NHL NTE200,NHL NTE200_45,1417
2025,Март 2025,17.65,2691749.86,927665.11,183.62600150602407,NHL NTE200,NHL NTE200_46,1418
2025,Март 2025,17.17,2257907.98,965981.55,180.11998800383893,NHL NTE200,NHL NTE200_47,1419
2025,Март 2025,17.91,2399255.99,977044.46,181.4536297862866,NHL NTE200,NHL NTE200_48,1420
2025,Март 2025,17.39,2475130.77,994751.07,186.85918777777775,NHL NTE200,NHL NTE200_49,1445
2025,Март 2025,17.7,2600919.92,987661.07,182.56202321797534,NHL NTE200,NHL NTE200_50,1446
2025,Март 2025,17.85,2694003.55,990137.84,183.77974397590359,NHL NTE200,NHL NTE200_51,1447
2025,Март 2025,18.27,2606859.98,988197.29,183.58585924543928,NHL NTE200,NHL NTE200_52,1448
2025,Март 2025,17.74,2616328.78,987638.59,185.89032296901192,NHL NTE200,NHL NTE200_53,1449
2025,Март 2025,17.61,2508601.21,962135.34,178.8910836481948,NHL NTE200,NHL NTE200_54,1450
2025,Март 2025,16.76,2621111.6,845609.24,180.9877708333331,NHL NTE200,NHL NTE200_55,1481
2025,Март 2025,18.27,2794234.25,985947.03,185.9863048589343,NHL NTE200,NHL NTE200_56,1490
2025,Март 2025,18.24,2671355.29,990340.88,183.26512924071085,NHL NTE200,NHL NTE200_57,1491
2025,Март 2025,18.21,2564307.37,962286.56,183.63447670741954,NHL NTE200,NHL NTE200_58,1496
2025,Март 2025,17.77,2559582.93,990142.49,185.8027649572652,NHL NTE200,NHL NTE200_59,1497
2025,Март 2025,17.77,2567620.21,981033.41,181.5752320982514,NHL NTE200,NHL NTE200_60,1498
2025,Март 2025,17.99,2697592.86,1010049.58,185.36458485032387,NHL NTE200,NHL NTE200_61,1499
2025,Март 2025,17.81,2686523.73,1017727.89,185.95803484107594,NHL NTE200,NHL NTE200_62,1533
2025,Март 2025,18.38,2704351.41,969060.72,180.99656422379837,NHL NTE200,NHL NTE200_63,1634
2025,Март 2025,18.73,2648887.35,959062.2,178.40919458762863,NHL NTE200,NHL NTE200_64,1635
2025,Март 2025,18.37,2604830.09,949902.03,183.74762873754153,NHL NTE200,NHL NTE200_65,1636
2025,Март 2025,,2584129.2,376734.9,177,NHL NTE200,NHL NTE200_66,1641
2025,Март 2025,,2440325.22,402105.94,177.16979166666667,NHL NTE200,NHL NTE200_67,1642
2025,Март 2025,,2436003.96,415314.82,177,NHL NTE200,NHL NTE200_68,1644
2025,Март 2025,,2479621.59,399518.89,177.2546875,NHL NTE200,NHL NTE200_69,1645
2025,Март 2025,,2517469.62,410403.81,177,NHL NTE200,NHL NTE200_70,1647
2025,Март 2025,,2396130.66,400604.61,177,NHL NTE200,NHL NTE200_71,1656
2025,Март 2025,,2452693.99,429358.23,177.16979166666667,NHL NTE200,NHL NTE200_72,1671
2025,Март 2025,,2537680.04,393642.68,177,NHL NTE200,NHL NTE200_73,1672
2025,Март 2025,,2333745.22,383610.22,177.16979166666667,NHL NTE200,NHL NTE200_74,1683
2025,Март 2025,,2266438.18,349604.6,177.2546875,NHL NTE200,NHL NTE200_75,1687
2025,Март 2025,,1997297.69,325545.74,177.2546875,NHL NTE200,NHL NTE200_76,1689
2025,Март 2025,,1911456.69,282408.03,173.7,NHL NTE200,NHL NTE200_77,1691
2025,Март 2025,,1953607.88,501749.69,177.2546875,NHL NTE200,NHL NTE200_78,1698
2025,Апрель 2025,15.98,1983156.47,848516.33,184.5905199942464,KOMATSU 730-E,730E_13,501
2025,Апрель 2025,14.73,2201176.02,791657.56,184.98824843106982,KOMATSU 730-E,730E_14,502
2025,Апрель 2025,15.2,2376357.49,729229.27,182.01223465323332,KOMATSU 730-E,730E_15,503
2025,Апрель 2025,16.06,2446293.62,776842.8,184.1224528952203,KOMATSU 730-E,730E_16,504
2025,Апрель 2025,15.19,2344413.92,762076.48,184.74595467695244,KOMATSU 730-E,730E_17,505
2025,Апрель 2025,15.54,2412908.64,815848.97,185.35090560018867,KOMATSU 730-E,730E_18,506
2025,Апрель 2025,15.81,2503271.76,809611.44,184.52167518165245,KOMATSU 730-E,730E_19,507
2025,Апрель 2025,14.42,2558479.47,682308.39,182.36330513100444,KOMATSU 730-E,730E_20,508
2025,Апрель 2025,15.25,2173446.97,754491.65,182.45578365878683,KOMATSU 730-E,730E_21,509
2025,Апрель 2025,15.64,2527450.75,786468.59,184.1538334453402,KOMATSU 730-E,730E_22,510
2025,Апрель 2025,15.93,1586983.82,784122.23,174.50206613667143,KOMATSU 730-E,730E_23,511
2025,Апрель 2025,15.06,2876675.25,678617.59,184.66195516627053,KOMATSU 730-E,730E_24,512
2025,Апрель 2025,15.38,2288857.32,780778.47,182.43891989695797,KOMATSU 730-E,730E_25,513
2025,Апрель 2025,15,2003844.24,832696.96,184.63706327859595,KOMATSU 730-E,730E_26,514
2025,Апрель 2025,14.93,2187934.54,783688.6,185.01066341145832,KOMATSU 730-E,730E_27,515
2025,Апрель 2025,15.13,2440712.22,792827.46,184.20728012465358,KOMATSU 730-E,730E_28,516
2025,Апрель 2025,15.1,2512199.69,771649.78,183.19314800269314,KOMATSU 730-E,730E_29,517
2025,Апрель 2025,15.77,2287649.9,815422.21,178.73195758079808,KOMATSU 730-E,730E_37,864
2025,Апрель 2025,16.52,2569058.19,876494.19,189.76881755222482,KOMATSU 730-E,730E_38,865
2025,Апрель 2025,16.11,2392508.22,831163.31,179.6801035879626,KOMATSU 730-E,730E_39,866
2025,Апрель 2025,15.28,2326139.56,850343.47,184.9024787621358,KOMATSU 730-E,730E_40,867
2025,Апрель 2025,16.2,2685884.11,838217.35,182.72754434474092,KOMATSU 730-E,730E_41,868
2025,Апрель 2025,15.55,2555585.75,848016.59,184.94083573008837,NHL NTE200,NHL NTE200_43,1415
2025,Апрель 2025,16.04,2591769.82,876481.97,186.5660610720562,NHL NTE200,NHL NTE200_44,1416
2025,Апрель 2025,16.04,2293483.83,855051.47,181.80457868574206,NHL NTE200,NHL NTE200_45,1417
2025,Апрель 2025,15.02,2384017.14,769310.64,179.9597162256269,NHL NTE200,NHL NTE200_46,1418
2025,Апрель 2025,15.07,2157373.42,835413.42,180.21261607142856,NHL NTE200,NHL NTE200_47,1419
2025,Апрель 2025,15.21,2289283.26,814836.12,181.27921633687228,NHL NTE200,NHL NTE200_48,1420
2025,Апрель 2025,16.18,2659408.51,888348.99,188.98047024326655,NHL NTE200,NHL NTE200_49,1445
2025,Апрель 2025,16.34,2872222.9,830020.66,184.75480738993699,NHL NTE200,NHL NTE200_50,1446
2025,Апрель 2025,15.78,2520742.3,822678.51,184.87358378256974,NHL NTE200,NHL NTE200_51,1447
2025,Апрель 2025,16.47,2682654.53,864982.56,183.78536388422816,NHL NTE200,NHL NTE200_52,1448
2025,Апрель 2025,16.1,2634713.18,871396.67,186.42267601819756,NHL NTE200,NHL NTE200_53,1449
2025,Апрель 2025,15.51,2475097.35,829762.01,179.39722504416974,NHL NTE200,NHL NTE200_54,1450
2025,Апрель 2025,15.38,2489934.22,767512.11,181.28862700356183,NHL NTE200,NHL NTE200_55,1481
2025,Апрель 2025,16.1,2463783.08,884919.1,186.86244839981458,NHL NTE200,NHL NTE200_56,1490
2025,Апрель 2025,16.27,2327341.31,874774.04,184.87665774099304,NHL NTE200,NHL NTE200_57,1491
2025,Апрель 2025,16.42,2603162.43,851707.42,185.43352717391306,NHL NTE200,NHL NTE200_58,1496
2025,Апрель 2025,15.79,2458292.68,862143.45,185.56815956221186,NHL NTE200,NHL NTE200_59,1497
2025,Апрель 2025,16.37,2634405.82,854069.76,182.91369525935383,NHL NTE200,NHL NTE200_60,1498
2025,Апрель 2025,16.04,2394106.96,909006.89,185.89219733079108,NHL NTE200,NHL NTE200_61,1499
2025,Апрель 2025,16.19,2651588.15,892407.29,187.28303270725397,NHL NTE200,NHL NTE200_62,1533
2025,Апрель 2025,16.02,2305974.89,835853.41,182.60345861486502,NHL NTE200,NHL NTE200_63,1634
2025,Апрель 2025,16.51,2663620.46,847067.4,180.427689049587,NHL NTE200,NHL NTE200_64,1635
2025,Апрель 2025,16.21,2634786.62,842406.25,183.74276296058278,NHL NTE200,NHL NTE200_65,1636
2025,Апрель 2025,,2835532.76,880184.49,177.509375,NHL NTE200,NHL NTE200_66,1641
2025,Апрель 2025,24.01,2829400.77,752837.88,179.69451923076923,NHL NTE200,NHL NTE200_67,1642
2025,Апрель 2025,22.72,2835256.72,738417.73,177.0556617647059,NHL NTE200,NHL NTE200_68,1644
2025,Апрель 2025,18.2,2906532.89,765033.8,181.16102300824178,NHL NTE200,NHL NTE200_69,1645
2025,Апрель 2025,16.04,2749773.6,753456.78,188.0486025280899,NHL NTE200,NHL NTE200_70,1647
2025,Апрель 2025,17.4,2710788.85,794500.79,179.06336368110243,NHL NTE200,NHL NTE200_71,1656
2025,Апрель 2025,15.07,2353977.92,744050.71,177.50927667683018,NHL NTE200,NHL NTE200_72,1671
2025,Апрель 2025,15.08,2427576.16,726294.32,181.60770992366406,NHL NTE200,NHL NTE200_73,1672
2025,Апрель 2025,16.23,2507612.37,748514.02,186.20398757309957,NHL NTE200,NHL NTE200_74,1683
2025,Апрель 2025,15.6,2459758.04,759026.07,183.56736752136766,NHL NTE200,NHL NTE200_75,1687
2025,Апрель 2025,15.54,2237852.64,722567.31,173.2494015957447,NHL NTE200,NHL NTE200_76,1689
2025,Апрель 2025,15.99,2231157.34,761313.46,181.57336429049545,NHL NTE200,NHL NTE200_77,1691
2025,Апрель 2025,16.15,2020464.12,700624.78,175.2690568455973,NHL NTE200,NHL NTE200_78,1698
2025,Май 2025,17.9,2464658,956182.52,183.94298550087854,KOMATSU 730-E,730E_13,501
2025,Май 2025,15.85,2063061.55,874347.37,184.6353279768176,KOMATSU 730-E,730E_14,502
2025,Май 2025,16.11,1827345.43,902887.05,183.234003837072,KOMATSU 730-E,730E_15,503
2025,Май 2025,16.85,2303831.08,880556.42,182.86714485981264,KOMATSU 730-E,730E_16,504
2025,Май 2025,16.73,2599632.46,874943.91,184.2994177796323,KOMATSU 730-E,730E_17,505
2025,Май 2025,17.1,2691770.66,912484.66,184.81498635812457,KOMATSU 730-E,730E_18,506
2025,Май 2025,16.97,2439559.6,936038.78,184.17375388888843,KOMATSU 730-E,730E_19,507
2025,Май 2025,16.98,2253939.65,859729.07,182.83714481852923,KOMATSU 730-E,730E_20,508
2025,Май 2025,16.36,2577783.51,843689.6,183.51637678122344,KOMATSU 730-E,730E_21,509
2025,Май 2025,16.65,2366987.32,874243.48,184.60220328282773,KOMATSU 730-E,730E_22,510
2025,Май 2025,17.18,2367042.06,927045.84,180.78817333633071,KOMATSU 730-E,730E_23,511
2025,Май 2025,16.65,2501665.92,916760.32,186.21407208588937,KOMATSU 730-E,730E_24,512
2025,Май 2025,17.04,2069009.83,950588.31,183.42810281837117,KOMATSU 730-E,730E_25,513
2025,Май 2025,16.26,2523416.47,893821.2,184.5973842592591,KOMATSU 730-E,730E_26,514
2025,Май 2025,16.99,2433682.52,943014.6,185.21175963261624,KOMATSU 730-E,730E_27,515
2025,Май 2025,16.07,2446507.17,902764.85,184.86258062722382,KOMATSU 730-E,730E_28,516
2025,Май 2025,16.33,3036472.1,756866.24,183.1620387961642,KOMATSU 730-E,730E_29,517
2025,Май 2025,17.44,2448681.37,938546.31,180.06077813852804,KOMATSU 730-E,730E_37,864
2025,Май 2025,17.18,2416166.77,990552.49,190.18413809082466,KOMATSU 730-E,730E_38,865
2025,Май 2025,16.74,2374515.85,898692.63,177.84057264109356,KOMATSU 730-E,730E_39,866
2025,Май 2025,17.03,2330565.74,944225.19,184.9892149532711,KOMATSU 730-E,730E_40,867
2025,Май 2025,17.38,2638676.63,981262.85,186.44491004575684,KOMATSU 730-E,730E_41,868
2025,Май 2025,17.72,2810297.02,1018351.4,185.89000048676047,NHL NTE200,NHL NTE200_43,1415
2025,Май 2025,17.47,2523841.12,996520.88,187.70020085376538,NHL NTE200,NHL NTE200_44,1416
2025,Май 2025,17.62,2607827.09,1020219.64,182.59413386232512,NHL NTE200,NHL NTE200_45,1417
2025,Май 2025,17.3,2389315.03,914632.84,173.14686540102372,NHL NTE200,NHL NTE200_46,1418
2025,Май 2025,16.68,2510611.12,969072.36,182.8730579974272,NHL NTE200,NHL NTE200_47,1419
2025,Май 2025,17.28,2606639.84,979062.39,180.87079197303908,NHL NTE200,NHL NTE200_48,1420
2025,Май 2025,17.28,2682736.75,1014881.97,189.40056055174546,NHL NTE200,NHL NTE200_49,1445
2025,Май 2025,17.21,2473498.77,976009.84,184.27892817982465,NHL NTE200,NHL NTE200_50,1446
2025,Май 2025,17.56,2342782.52,981290.97,184.9219795539033,NHL NTE200,NHL NTE200_51,1447
2025,Май 2025,17.6,2738603.46,994687.87,183.7233165481833,NHL NTE200,NHL NTE200_52,1448
2025,Май 2025,18.11,2751711.32,1009200.24,183.44347625588676,NHL NTE200,NHL NTE200_53,1449
2025,Май 2025,17.82,2618799.67,955480.94,180.38816048256297,NHL NTE200,NHL NTE200_54,1450
2025,Май 2025,16.85,2639697.21,922067.49,182.1230396527212,NHL NTE200,NHL NTE200_55,1481
2025,Май 2025,17.88,2363306.27,1034433.09,188.29189727954966,NHL NTE200,NHL NTE200_56,1490
2025,Май 2025,18.31,2760002.46,1036648.56,185.15890007898878,NHL NTE200,NHL NTE200_57,1491
2025,Май 2025,17.96,2698412.87,1005649.2,185.87207725060819,NHL NTE200,NHL NTE200_58,1496
2025,Май 2025,17.66,2752672.95,1002316.21,188.99649302748588,NHL NTE200,NHL NTE200_59,1497
2025,Май 2025,17.26,2613571.9,996083.61,183.90604805302402,NHL NTE200,NHL NTE200_60,1498
2025,Май 2025,17.44,2726394.27,1023406.56,188.41071908055363,NHL NTE200,NHL NTE200_61,1499
2025,Май 2025,17.66,2147284.84,1050902.67,187.24038757700197,NHL NTE200,NHL NTE200_62,1533
2025,Май 2025,16.68,2611592.62,1000298.81,185.92329997904466,NHL NTE200,NHL NTE200_63,1634
2025,Май 2025,17.05,2495192.05,981971.9,181.12856463675178,NHL NTE200,NHL NTE200_64,1635
2025,Май 2025,17.11,2550547.3,982789.26,180.8195539440731,NHL NTE200,NHL NTE200_65,1636
2025,Май 2025,17.92,2534819.08,970024.62,181.21717487373772,NHL NTE200,NHL NTE200_66,1641
2025,Май 2025,17.42,2693756.58,1000559.2,181.4312495043614,NHL NTE200,NHL NTE200_67,1642
2025,Май 2025,17.05,2387490.17,936762.95,177.71528319456593,NHL NTE200,NHL NTE200_68,1644
2025,Май 2025,16.91,2254763.95,976297.35,181.00236294896044,NHL NTE200,NHL NTE200_69,1645
2025,Май 2025,17.5,2677066.72,987945.88,185.00188008543506,NHL NTE200,NHL NTE200_70,1647
2025,Май 2025,17.41,2457646.82,975764.1,177.94684409633413,NHL NTE200,NHL NTE200_71,1656
2025,Май 2025,17.62,2497365.08,972327.38,179.90652453271056,NHL NTE200,NHL NTE200_72,1671
2025,Май 2025,17.16,2622987,978366.67,181.41224653908824,NHL NTE200,NHL NTE200_73,1672
2025,Май 2025,17.78,2763051.91,1036636.93,187.58606065147873,NHL NTE200,NHL NTE200_74,1683
2025,Май 2025,17,2285006.57,974721.3,182.73921963276874,NHL NTE200,NHL NTE200_75,1687
2025,Май 2025,16.46,2438293.88,925030.23,172.717241972477,NHL NTE200,NHL NTE200_76,1689
2025,Май 2025,17.12,2535247.73,973906.8,180.9432016544115,NHL NTE200,NHL NTE200_77,1691
2025,Май 2025,18.29,2174560.29,970760.22,177.07447926653867,NHL NTE200,NHL NTE200_78,1698
2025,Июнь 2025,17.16,2838802.01,835957.02,181.859853858145,KOMATSU 730-E,730E_13,501
2025,Июнь 2025,15.6,2610355.12,793213.58,183.68984267979445,KOMATSU 730-E,730E_14,502
2025,Июнь 2025,17.29,2194813.17,751386.54,174.46383280947776,KOMATSU 730-E,730E_15,503
2025,Июнь 2025,16.77,2527501.99,839041.99,181.43221779476013,KOMATSU 730-E,730E_16,504
2025,Июнь 2025,16.81,2243727.15,835510.34,182.5900297029704,KOMATSU 730-E,730E_17,505
2025,Июнь 2025,16.75,2480774.92,855694.26,183.03349079892237,KOMATSU 730-E,730E_18,506
2025,Июнь 2025,17,2267412.45,816032.95,183.60853879310324,KOMATSU 730-E,730E_19,507
2025,Июнь 2025,16.45,2481071.87,810553.01,182.40046064400696,KOMATSU 730-E,730E_20,508
2025,Июнь 2025,16.61,2554340.91,826287.18,182.24464246961776,KOMATSU 730-E,730E_21,509
2025,Июнь 2025,16.78,2541770.76,841719.86,183.41761633011419,KOMATSU 730-E,730E_22,510
2025,Июнь 2025,15.92,2508987.25,805796.28,181.21101054481542,KOMATSU 730-E,730E_23,511
2025,Июнь 2025,16.5,2806659.17,805142.61,183.51974144789145,KOMATSU 730-E,730E_24,512
2025,Июнь 2025,16.11,2653140.95,862753.64,184.17768528293888,KOMATSU 730-E,730E_25,513
2025,Июнь 2025,16.75,2586681.8,873028.34,183.59584088946443,KOMATSU 730-E,730E_26,514
2025,Июнь 2025,16.27,2252041.66,825553.03,180.93774621212108,KOMATSU 730-E,730E_27,515
2025,Июнь 2025,16.93,2492918.7,856364.57,182.78093443354123,KOMATSU 730-E,730E_28,516
2025,Июнь 2025,15.41,2731938.35,726555.69,181.52213267987057,KOMATSU 730-E,730E_29,517
2025,Июнь 2025,17.54,2465801.25,870847.48,178.86158904867233,KOMATSU 730-E,730E_37,864
2025,Июнь 2025,16.97,2771910.68,905006.15,188.75582021540995,KOMATSU 730-E,730E_38,865
2025,Июнь 2025,16.94,2450952.73,829050.36,178.58880319148923,KOMATSU 730-E,730E_39,866
2025,Июнь 2025,16.55,2856235.37,788081.09,184.70422600314694,KOMATSU 730-E,730E_40,867
2025,Июнь 2025,16.78,2598844.54,894487.38,185.74231358695613,KOMATSU 730-E,730E_41,868
2025,Июнь 2025,16.74,2781482.94,930105.75,184.963621561489,NHL NTE200,NHL NTE200_43,1415
2025,Июнь 2025,17.59,2916872.59,954273.26,187.2991816406248,NHL NTE200,NHL NTE200_44,1416
2025,Июнь 2025,17.51,2857196.6,943920.66,182.32769943711136,NHL NTE200,NHL NTE200_45,1417
2025,Июнь 2025,17,2349440.46,852720.99,174.1250636834984,NHL NTE200,NHL NTE200_46,1418
2025,Июнь 2025,16.7,2664418.08,898275.59,181.2858169495033,NHL NTE200,NHL NTE200_47,1419
2025,Июнь 2025,16.66,2672518.44,910521.16,180.4922350041085,NHL NTE200,NHL NTE200_48,1420
2025,Июнь 2025,16.42,2872891.6,918505.53,189.05370446357094,NHL NTE200,NHL NTE200_49,1445
2025,Июнь 2025,17.08,2595822.86,891718.27,182.51095273738247,NHL NTE200,NHL NTE200_50,1446
2025,Июнь 2025,17,2670983.84,877977.94,179.06437092169662,NHL NTE200,NHL NTE200_51,1447
2025,Июнь 2025,17.09,2528392.24,911238.06,182.13239318580196,NHL NTE200,NHL NTE200_52,1448
2025,Июнь 2025,16.87,2564310.57,872302.08,174.76389096185727,NHL NTE200,NHL NTE200_53,1449
2025,Июнь 2025,18.08,2707923.42,889627.08,179.92647382780925,NHL NTE200,NHL NTE200_54,1450
2025,Июнь 2025,16.37,2648325.56,861201.52,182.46481473026847,NHL NTE200,NHL NTE200_55,1481
2025,Июнь 2025,16.92,2767057.81,948774.42,189.0980873484533,NHL NTE200,NHL NTE200_56,1490
2025,Июнь 2025,17.66,2868074.54,924986.19,180.77619200536827,NHL NTE200,NHL NTE200_57,1491
2025,Июнь 2025,16.97,2893313.09,922006.87,184.91956065318857,NHL NTE200,NHL NTE200_58,1496
2025,Июнь 2025,16.83,2840534.83,906347.98,187.07421173878183,NHL NTE200,NHL NTE200_59,1497
2025,Июнь 2025,16.51,2683628.54,897076.75,181.69045201812202,NHL NTE200,NHL NTE200_60,1498
2025,Июнь 2025,16.69,2870511.52,919207.23,186.6554222705697,NHL NTE200,NHL NTE200_61,1499
2025,Июнь 2025,16.52,2843547.84,930724.81,185.19513520206021,NHL NTE200,NHL NTE200_62,1533
2025,Июнь 2025,16.46,2734064.42,904433.49,184.80067742598712,NHL NTE200,NHL NTE200_63,1634
2025,Июнь 2025,16.34,2780013.82,891931.62,181.28656125893585,NHL NTE200,NHL NTE200_64,1635
2025,Июнь 2025,16.67,2596641.29,890002.45,180.10343618143457,NHL NTE200,NHL NTE200_65,1636
2025,Июнь 2025,17.27,2726815.95,924737.09,181.62225182333887,NHL NTE200,NHL NTE200_66,1641
2025,Июнь 2025,16.73,2755433.49,891774.48,180.74539954110142,NHL NTE200,NHL NTE200_67,1642
2025,Июнь 2025,15.66,2484804.78,856994.44,179.93879295154167,NHL NTE200,NHL NTE200_68,1644
2025,Июнь 2025,16.07,2556871.8,878552.78,179.92623822773947,NHL NTE200,NHL NTE200_69,1645
2025,Июнь 2025,16.38,2582344.13,863736.57,181.40808760683728,NHL NTE200,NHL NTE200_70,1647
2025,Июнь 2025,16.45,2585360.45,864833.03,176.49117888289024,NHL NTE200,NHL NTE200_71,1656
2025,Июнь 2025,15.83,2468822.13,881909.9,180.69179652715934,NHL NTE200,NHL NTE200_72,1671
2025,Июнь 2025,15.84,2437255.95,859973.2,179.5003645833335,NHL NTE200,NHL NTE200_73,1672
2025,Июнь 2025,16.08,2709594.61,926832.15,186.83423343120802,NHL NTE200,NHL NTE200_74,1683
2025,Июнь 2025,16.27,2776965.79,889896.63,184.06755141129028,NHL NTE200,NHL NTE200_75,1687
