Год,Месяц,Скорость груженым,"Тонн ГМ на единицу оборудования в год, т",Средний грузооборот на единицу АС,"Средняя загрузка АС, т",Модель оборудования,Имя оборудования,Id Equip
2025,Ноябрь 2025,16.41,3088005.67,640461.5,179.48915412535408,KOMATSU 730-E,730E_40,867
2025,Ноябрь 2025,16.94,2122718.98,854746.18,183.63835505319133,KOMATSU 730-E,730E_41,868
2025,Ноябрь 2025,17.88,2588062.33,989531.47,184.0627304925892,NHL NTE200,NHL NTE200_43,1415
2025,Ноябрь 2025,17.99,2619715.33,981307.88,184.05017887746317,NHL NTE200,NHL NTE200_44,1416
2025,Ноябрь 2025,17.86,2502235.78,951114.37,178.6915192644485,NHL NTE200,NHL NTE200_45,1417
2025,Ноябрь 2025,17.91,2222562.74,896231.24,172.1434976303318,NHL NTE200,NHL NTE200_46,1418
2025,Ноябрь 2025,17.38,2350439.02,929022.14,180.40694509896312,NHL NTE200,NHL NTE200_47,1419
2025,Ноябрь 2025,17.58,2102748.72,963892.73,180.0537986330177,NHL NTE200,NHL NTE200_48,1420
2025,Ноябрь 2025,17.75,2726194.97,976196.77,188.21769828680212,NHL NTE200,NHL NTE200_49,1445
2025,Ноябрь 2025,18.42,2642637.94,988073.45,180.88003253568422,NHL NTE200,NHL NTE200_50,1446
2025,Ноябрь 2025,17.75,2534819.2,946710.42,177.4627800255536,NHL NTE200,NHL NTE200_51,1447
2025,Ноябрь 2025,18.4,2526557.01,1002663.21,182.20941489361707,NHL NTE200,NHL NTE200_52,1448
2025,Ноябрь 2025,18.23,2568907.98,939468.49,177.7312631509279,NHL NTE200,NHL NTE200_53,1449
2025,Ноябрь 2025,18.36,2464285.09,975025.29,178.14347265278974,NHL NTE200,NHL NTE200_54,1450
2025,Ноябрь 2025,17.37,2351390.4,879854.52,176.4884470046082,NHL NTE200,NHL NTE200_55,1481
2025,Ноябрь 2025,17.41,2698036.32,953132.77,188.68248335481087,NHL NTE200,NHL NTE200_56,1490
2025,Ноябрь 2025,18.03,2374413.55,992984.91,182.785977412488,NHL NTE200,NHL NTE200_57,1491
2025,Ноябрь 2025,18.28,2554469.32,929174.91,182.2954312609458,NHL NTE200,NHL NTE200_58,1496
2025,Ноябрь 2025,18.33,2636289.72,982861.16,183.35221010638307,NHL NTE200,NHL NTE200_59,1497
2025,Ноябрь 2025,18,2521884.55,986381.42,180.73305482456144,NHL NTE200,NHL NTE200_60,1498
2025,Ноябрь 2025,17.54,2538980.98,968051.87,183.89014933628334,NHL NTE200,NHL NTE200_61,1499
2025,Ноябрь 2025,17.35,2573629.8,969376.71,181.90303702504337,NHL NTE200,NHL NTE200_62,1533
2025,Ноябрь 2025,18.33,2557455,975496.22,183.12218586101392,NHL NTE200,NHL NTE200_63,1634
2025,Ноябрь 2025,17.86,2518153.82,934170.41,175.5333733974357,NHL NTE200,NHL NTE200_64,1635
2025,Ноябрь 2025,18.4,2572941.38,934870.91,181.7081612240483,NHL NTE200,NHL NTE200_65,1636
2025,Ноябрь 2025,17.84,2554237.49,972740.94,183.88898244257945,NHL NTE200,NHL NTE200_66,1641
2025,Ноябрь 2025,17.13,2487878.8,942417.3,179.86950166666645,NHL NTE200,NHL NTE200_67,1642
2025,Ноябрь 2025,18.25,2584159.38,965180.94,181.25142772766313,NHL NTE200,NHL NTE200_68,1644
2025,Ноябрь 2025,18.48,2710895.71,986243.87,181.47974219391924,NHL NTE200,NHL NTE200_69,1645
2025,Ноябрь 2025,18.49,2655996.15,991187.36,184.56759027187803,NHL NTE200,NHL NTE200_70,1647
2025,Ноябрь 2025,17.67,2642420.83,980665.26,182.8701312712586,NHL NTE200,NHL NTE200_71,1656
2025,Ноябрь 2025,17.74,2498120.12,940402.96,176.69405654246094,NHL NTE200,NHL NTE200_72,1671
2025,Ноябрь 2025,18.2,2476909.19,958220.76,181.63292414721695,NHL NTE200,NHL NTE200_73,1672
2025,Ноябрь 2025,17.8,2618469.04,999573.92,187.18701637554582,NHL NTE200,NHL NTE200_74,1683
2025,Ноябрь 2025,18.06,2555561.9,957944.95,179.23211662371105,NHL NTE200,NHL NTE200_75,1687
2025,Ноябрь 2025,17.58,2358350.83,869647.22,169.83646770282178,NHL NTE200,NHL NTE200_76,1689
2025,Ноябрь 2025,18,2545445.61,955380.25,182.75237972319843,NHL NTE200,NHL NTE200_77,1691
2025,Ноябрь 2025,18.1,2446467.87,953663.99,182.49502851277356,NHL NTE200,NHL NTE200_78,1698
2025,Ноябрь 2025,17.54,3106768.5,829460.91,181.8151339285715,NHL NTE200,NHL NTE200_82,1901
2025,Ноябрь 2025,18.88,2805734.25,778225.41,181.26608425414358,NHL NTE200,NHL NTE200_83,1902
2025,Ноябрь 2025,,1943627.52,582427,,NHL NTE200,NHL NTE200_85,1909
2025,Ноябрь 2025,17.43,2474889.14,926568.02,178.75600906277626,NHL NTE200,NTE200_79,1887
2025,Ноябрь 2025,17.23,1946476.1,937954.21,183.09323745674783,NHL NTE200,NTE200_80,1888
2025,Ноябрь 2025,17.61,2569307.65,930649.12,180.2004045064377,NHL NTE200,NTE200_81,1883
2025,Декабрь 2025,17.01,1679944.52,900124.37,183.62608951612933,KOMATSU 730-E,730E_13,501
2025,Декабрь 2025,16.53,1924851.59,902395.98,184.0802814616255,KOMATSU 730-E,730E_14,502
2025,Декабрь 2025,16.4,2192874.05,816181.23,180.2582257281555,KOMATSU 730-E,730E_15,503
2025,Декабрь 2025,15.96,1913540.88,865692.11,182.19720852017915,KOMATSU 730-E,730E_16,504
2025,Декабрь 2025,16.81,1894031.46,881054.94,186.8369572176947,KOMATSU 730-E,730E_17,505
2025,Декабрь 2025,16.81,1997986.33,903127.61,184.82389617486294,KOMATSU 730-E,730E_18,506
2025,Декабрь 2025,16.56,2162172.44,857088.53,184.72897870463643,KOMATSU 730-E,730E_19,507
2025,Декабрь 2025,16.59,2237832.09,823338.03,181.34684389952085,KOMATSU 730-E,730E_20,508
2025,Декабрь 2025,16.65,2123321.93,883783.57,183.4556771363172,KOMATSU 730-E,730E_21,509
2025,Декабрь 2025,16.55,2036131.33,857549.39,183.3648093783205,KOMATSU 730-E,730E_22,510
2025,Декабрь 2025,16.47,1916527.76,879601.55,182.869565033784,KOMATSU 730-E,730E_23,511
2025,Декабрь 2025,16.82,2343673.13,825031.72,182.44884566911063,KOMATSU 730-E,730E_24,512
2025,Декабрь 2025,17.04,2307734.36,905437.74,184.73077933553228,KOMATSU 730-E,730E_25,513
2025,Декабрь 2025,17.04,1429622.35,833515.25,179.08551622418886,KOMATSU 730-E,730E_26,514
2025,Декабрь 2025,16.45,2137517.11,844044.4,181.6911891315261,KOMATSU 730-E,730E_27,515
2025,Декабрь 2025,17.02,2182154.25,883440.17,185.3336487500003,KOMATSU 730-E,730E_28,516
2025,Декабрь 2025,15.99,1429191.77,834481.11,183.59465921352603,KOMATSU 730-E,730E_29,517
2025,Декабрь 2025,16.36,1740641.58,669433.78,175.30617559523802,KOMATSU 730-E,730E_37,864
2025,Декабрь 2025,16.38,2166859.36,896521.38,189.14144976875673,KOMATSU 730-E,730E_38,865
2025,Декабрь 2025,17.08,1429961.42,850690.23,176.78133642649163,KOMATSU 730-E,730E_39,866
2025,Декабрь 2025,16.59,2365399.3,834182.43,182.44905381028127,KOMATSU 730-E,730E_40,867
2025,Декабрь 2025,16.48,1722235.79,903027.75,183.52833202634875,KOMATSU 730-E,730E_41,868
2025,Декабрь 2025,18.13,2590728.83,1000706.72,186.31442907124685,NHL NTE200,NHL NTE200_43,1415
2025,Декабрь 2025,18.23,1384526.11,983783.02,183.44756435257415,NHL NTE200,NHL NTE200_44,1416
2025,Декабрь 2025,18.11,2537924.42,1015530,182.83325828377218,NHL NTE200,NHL NTE200_45,1417
2025,Декабрь 2025,17.55,2215022.88,964782.23,180.3748619116233,NHL NTE200,NHL NTE200_46,1418
2025,Декабрь 2025,16.51,1170316.29,855052.61,184.0680104166667,NHL NTE200,NHL NTE200_47,1419
2025,Декабрь 2025,18.54,1928089.94,981906.47,182.15304087875404,NHL NTE200,NHL NTE200_48,1420
2025,Декабрь 2025,18.09,2647358.4,1036072.02,188.63704899074833,NHL NTE200,NHL NTE200_49,1445
2025,Декабрь 2025,17.99,2805515.85,925607.28,184.42321913819876,NHL NTE200,NHL NTE200_50,1446
2025,Декабрь 2025,17.76,2569427.32,981697.98,183.9980975042299,NHL NTE200,NHL NTE200_51,1447
2025,Декабрь 2025,18.55,2669895.04,1014738.77,185.71717723727414,NHL NTE200,NHL NTE200_52,1448
2025,Декабрь 2025,17.88,2419345.36,941690.07,180.87909055897555,NHL NTE200,NHL NTE200_53,1449
2025,Декабрь 2025,18.05,2552767.69,975246.34,182.34685134566863,NHL NTE200,NHL NTE200_54,1450
2025,Декабрь 2025,17.34,2641342.02,882629.99,181.65300740064896,NHL NTE200,NHL NTE200_55,1481
2025,Декабрь 2025,17.56,2580697.2,974073.23,188.46302824054152,NHL NTE200,NHL NTE200_56,1490
2025,Декабрь 2025,17.71,2480833.4,997502.18,185.47872734305892,NHL NTE200,NHL NTE200_57,1491
2025,Декабрь 2025,18,2731377.42,953690.95,185.45472756410237,NHL NTE200,NHL NTE200_58,1496
2025,Декабрь 2025,19.1,2727661.84,1040700.3,185.34409505208308,NHL NTE200,NHL NTE200_59,1497
2025,Декабрь 2025,18.26,2700233.29,1007975.46,183.62951996388435,NHL NTE200,NHL NTE200_60,1498
2025,Декабрь 2025,18.09,2621309.65,1011908.72,185.68252923976607,NHL NTE200,NHL NTE200_61,1499
2025,Декабрь 2025,18.22,2671883.77,1026595.94,184.94483391250998,NHL NTE200,NHL NTE200_62,1533
2025,Декабрь 2025,18.57,2745034.36,1030821.43,184.44434173947585,NHL NTE200,NHL NTE200_63,1634
2025,Декабрь 2025,18.08,2670366.82,988232.64,182.75099778046786,NHL NTE200,NHL NTE200_64,1635
2025,Декабрь 2025,18.42,2760799.26,992943.1,183.9049735294119,NHL NTE200,NHL NTE200_65,1636
2025,Декабрь 2025,18.16,2626658.03,987597.86,185.5968609114582,NHL NTE200,NHL NTE200_66,1641
2025,Декабрь 2025,17.41,2115590.45,799987.3,183.3472295918367,NHL NTE200,NHL NTE200_67,1642
2025,Декабрь 2025,17.68,2509452.58,968257.54,183.8883107668978,NHL NTE200,NHL NTE200_68,1644
2025,Декабрь 2025,17.56,2564065.79,960018.7,183.92488092718048,NHL NTE200,NHL NTE200_69,1645
2025,Декабрь 2025,18.73,2492191.96,1023183.03,185.34642622591912,NHL NTE200,NHL NTE200_70,1647
2025,Декабрь 2025,18.15,2770636.55,982765.16,186.02190966719476,NHL NTE200,NHL NTE200_71,1656
2025,Декабрь 2025,17.67,2970077.6,850774.58,185.34464633921974,NHL NTE200,NHL NTE200_72,1671
2025,Декабрь 2025,18.74,2685404.15,992415.74,184.83800375405835,NHL NTE200,NHL NTE200_73,1672
2025,Декабрь 2025,17.51,2577329.21,993372.48,187.4156619854199,NHL NTE200,NHL NTE200_74,1683
2025,Декабрь 2025,17.84,2483069.11,956536.01,183.86023983828662,NHL NTE200,NHL NTE200_75,1687
2025,Декабрь 2025,17.11,2444982.45,939411.95,178.84400420984466,NHL NTE200,NHL NTE200_76,1689
2025,Декабрь 2025,18.27,2607868.1,995174.88,185.19244774247494,NHL NTE200,NHL NTE200_77,1691
2025,Декабрь 2025,18.03,2601545.59,985406.84,184.89807046979854,NHL NTE200,NHL NTE200_78,1698
2025,Декабрь 2025,17.85,2684208.04,999266.24,186.4200112612612,NHL NTE200,NHL NTE200_82,1901
2025,Декабрь 2025,17.43,2507698.9,982015.33,183.7621910112358,NHL NTE200,NHL NTE200_83,1902
2025,Декабрь 2025,17.58,2293220.95,879238.57,178.55162031938332,NHL NTE200,NHL NTE200_84,1903
2025,Декабрь 2025,17.6,2622855.85,992141.95,186.721394366197,NHL NTE200,NHL NTE200_85,1909
2025,Декабрь 2025,16.55,2349473.95,674213.99,181.5318736049108,NHL NTE200,NHL NTE200_86,1924
2025,Декабрь 2025,16.72,1359535.96,908244.69,185.73264262820496,NHL NTE200,NHL NTE200_87,1913
2025,Декабрь 2025,18.15,2395252.84,949957.05,169.94421814671813,NHL NTE200,NHL NTE200_88,1946
2025,Декабрь 2025,18.02,2493184.83,975120.06,181.17670215008442,NHL NTE200,NHL NTE200_89,1927
2025,Декабрь 2025,17.8,2625725.7,998464.52,185.39528385416648,NHL NTE200,NTE200_79,1887
2025,Декабрь 2025,17.36,2458304.46,966917.98,184.9445452528837,NHL NTE200,NTE200_80,1888
2025,Декабрь 2025,17.66,2486820,958231.06,183.19232841007775,NHL NTE200,NTE200_81,1883
2026,Январь 2026,17.09,2348966.32,871316.26,187.32511678403722,KOMATSU 730-E,730E_13,501
2026,Январь 2026,16.2,2491388.77,787865.99,184.89886482939622,KOMATSU 730-E,730E_14,502
2026,Январь 2026,16.87,2336700.63,853604.81,186.34695363849815,KOMATSU 730-E,730E_15,503
2026,Январь 2026,15.98,2158232.19,873441.07,187.80933593749975,KOMATSU 730-E,730E_16,504
2026,Январь 2026,16.19,2209451.5,811654.17,186.90442791334632,KOMATSU 730-E,730E_17,505
2026,Январь 2026,16.77,2204278.87,905493.5,187.58790142785526,KOMATSU 730-E,730E_18,506
2026,Январь 2026,15.96,2180285.17,836765.79,186.85661453077668,KOMATSU 730-E,730E_19,507
2026,Январь 2026,16.5,2181360.38,834710.24,186.01026543674632,KOMATSU 730-E,730E_20,508
2026,Январь 2026,16.5,1589075.44,587006.91,183.12424864314772,KOMATSU 730-E,730E_21,509
2026,Январь 2026,16.64,2248851.01,856637.76,186.33980975609742,KOMATSU 730-E,730E_22,510
2026,Январь 2026,16.22,2176913.91,864205.52,186.75614015151586,KOMATSU 730-E,730E_23,511
2026,Январь 2026,16.53,2564616.23,816849.11,185.06093564146136,KOMATSU 730-E,730E_24,512
2026,Январь 2026,16.58,2219000,895955.29,187.3389798707752,KOMATSU 730-E,730E_25,513
2026,Январь 2026,15.73,1593016.04,860582.47,187.3923173476453,KOMATSU 730-E,730E_26,514
2026,Январь 2026,15.93,1973834.94,815832.81,185.23842610497252,KOMATSU 730-E,730E_27,515
2026,Январь 2026,16.38,2077333.91,870769.43,187.29416069532948,KOMATSU 730-E,730E_28,516
2026,Январь 2026,16.08,1836095.25,839020.24,186.53389503588508,KOMATSU 730-E,730E_29,517
2026,Январь 2026,16.51,1186586.21,895900.58,181.91074909747272,KOMATSU 730-E,730E_37,864
2026,Январь 2026,16.24,2153371.71,897539.06,190.70813803441115,KOMATSU 730-E,730E_38,865
2026,Январь 2026,16.6,1696375.8,874809.89,182.14380847029096,KOMATSU 730-E,730E_39,866
2026,Январь 2026,16.13,1836672.27,909192.21,188.39534269323664,KOMATSU 730-E,730E_40,867
2026,Январь 2026,18.44,2118555.35,1002298.85,188.80597914480566,NHL NTE200,NHL NTE200_43,1415
2026,Январь 2026,17.86,2464705.59,1010929.35,189.78346271532172,NHL NTE200,NHL NTE200_44,1416
2026,Январь 2026,17.9,2464842.87,1037924.65,185.9172463365899,NHL NTE200,NHL NTE200_45,1417
2026,Январь 2026,17.17,2509335.56,952154.71,183.5673126614988,NHL NTE200,NHL NTE200_46,1418
2026,Январь 2026,16.74,2225725.94,984058.86,188.46885157028902,NHL NTE200,NHL NTE200_47,1419
2026,Январь 2026,17.53,2326943.25,974795.15,187.3277695497629,NHL NTE200,NHL NTE200_48,1420
2026,Январь 2026,17.72,2565410.33,1019452,191.1264605263155,NHL NTE200,NHL NTE200_49,1445
2026,Январь 2026,18.59,2468183.62,1014553.94,188.34371406109597,NHL NTE200,NHL NTE200_50,1446
2026,Январь 2026,17.59,2431614,1002508.81,186.72752373417705,NHL NTE200,NHL NTE200_51,1447
2026,Январь 2026,17.71,2624682.17,1014269.76,189.71762712765945,NHL NTE200,NHL NTE200_52,1448
2026,Январь 2026,18.05,2456497.74,997687.71,183.6567385398291,NHL NTE200,NHL NTE200_53,1449
2026,Январь 2026,17.93,2437968.84,998179.97,187.04640187443553,NHL NTE200,NHL NTE200_54,1450
2026,Январь 2026,17.25,2466479.07,939052.71,187.20445431188568,NHL NTE200,NHL NTE200_55,1481
2026,Январь 2026,17.88,2608969.54,946944.71,190.85591244078375,NHL NTE200,NHL NTE200_56,1490
2026,Январь 2026,17.59,2512508.22,1020450.99,188.17558145943562,NHL NTE200,NHL NTE200_57,1491
2026,Январь 2026,16.92,2043233.87,894719.54,188.21576057483756,NHL NTE200,NHL NTE200_58,1496
2026,Январь 2026,18.97,2561599.78,1034892.02,190.00919596069843,NHL NTE200,NHL NTE200_59,1497
2026,Январь 2026,17.72,2284962.2,1002836.13,186.78083012512016,NHL NTE200,NHL NTE200_60,1498
2026,Январь 2026,18.02,2683677.15,1025254.34,190.57587322324397,NHL NTE200,NHL NTE200_61,1499
2026,Январь 2026,17.63,2503609.43,1008959.73,188.84131549733596,NHL NTE200,NHL NTE200_62,1533
2026,Январь 2026,17.38,2383093.21,1003834.37,188.10380750464674,NHL NTE200,NHL NTE200_63,1634
2026,Январь 2026,17.47,2488709.58,1015309.92,187.5508911934338,NHL NTE200,NHL NTE200_64,1635
2026,Январь 2026,17.84,2485889.43,1002348.33,186.8410044247787,NHL NTE200,NHL NTE200_65,1636
2026,Январь 2026,18.1,2589132.92,1023948.6,189.24179055507727,NHL NTE200,NHL NTE200_66,1641
2026,Январь 2026,17.94,2477419.54,1026579.89,187.29754122103344,NHL NTE200,NHL NTE200_67,1642
2026,Январь 2026,17.09,2400149.72,971542.83,187.1885514233243,NHL NTE200,NHL NTE200_68,1644
2026,Январь 2026,17.47,2410880.15,978818.07,188.37137419503213,NHL NTE200,NHL NTE200_69,1645
2026,Январь 2026,18.1,2463609.01,1019092.1,189.35567929864254,NHL NTE200,NHL NTE200_70,1647
2026,Январь 2026,17.55,2534148.56,1021608.37,190.29978393015034,NHL NTE200,NHL NTE200_71,1656
2026,Январь 2026,17.86,2458117.23,998195.57,185.57475611111101,NHL NTE200,NHL NTE200_72,1671
2026,Январь 2026,18.3,2448790.05,1002800.42,186.69607607719945,NHL NTE200,NHL NTE200_73,1672
2026,Январь 2026,17.73,2573713.93,1024063.39,190.24317014795488,NHL NTE200,NHL NTE200_74,1683
2026,Январь 2026,17.4,2502369.86,980496.89,187.9133885941642,NHL NTE200,NHL NTE200_75,1687
2026,Январь 2026,17.62,2254321.39,983192.35,183.3935943486586,NHL NTE200,NHL NTE200_76,1689
2026,Январь 2026,18.01,2573945.66,999101.42,189.27193398268386,NHL NTE200,NHL NTE200_77,1691
2026,Январь 2026,18.18,2585529.26,1029816.37,188.00761665239716,NHL NTE200,NHL NTE200_78,1698
2026,Январь 2026,17.64,2548427.23,991994.33,190.86575341710744,NHL NTE200,NHL NTE200_82,1901
2026,Январь 2026,17.6,2521576.61,987337.78,189.52327544247763,NHL NTE200,NHL NTE200_83,1902
2026,Январь 2026,17.39,2507314.83,981243.07,191.67419104410428,NHL NTE200,NHL NTE200_84,1903
2026,Январь 2026,17.48,2543648.9,1000841.07,189.6715836259875,NHL NTE200,NHL NTE200_85,1909
2026,Январь 2026,17.09,2266580.21,962203.36,182.29552320075732,NHL NTE200,NHL NTE200_86,1924
2026,Январь 2026,17.54,2497000.43,995346.83,186.84934691629942,NHL NTE200,NHL NTE200_87,1913
2026,Январь 2026,18.11,2607467.67,1012758.49,190.74604489664065,NHL NTE200,NHL NTE200_88,1946
2026,Январь 2026,17.79,2511077.08,1009239.57,189.5729427777778,NHL NTE200,NHL NTE200_89,1927
2026,Январь 2026,17.6,2520919.08,1005621.25,189.13909562720832,NHL NTE200,NTE200_79,1887
2026,Январь 2026,17.89,2563436.24,1014839.74,189.9794960732983,NHL NTE200,NTE200_80,1888
2026,Январь 2026,17.55,2454211.03,989901.62,188.1225998420575,NHL NTE200,NTE200_81,1883
2026,Февраль 2026,17.49,1684918.41,879054.48,187.81289592161008,KOMATSU 730-E,730E_13,501
2026,Февраль 2026,16.08,2257563.46,804875.5,187.83421039765324,KOMATSU 730-E,730E_14,502
2026,Февраль 2026,16.53,2309222.01,826944.7,186.47352450980415,KOMATSU 730-E,730E_15,503
2026,Февраль 2026,16.23,1401948.61,826108.04,187.6183313223938,KOMATSU 730-E,730E_16,504
2026,Февраль 2026,16.4,2249365.74,831742.69,188.45628551136352,KOMATSU 730-E,730E_17,505
2026,Февраль 2026,16.11,1503047.79,802543.42,187.12568946188352,KOMATSU 730-E,730E_18,506
2026,Февраль 2026,16.19,1939641.14,819563.2,188.41225087412548,KOMATSU 730-E,730E_19,507
2026,Февраль 2026,16.69,2118989.92,841355.56,187.75468487394963,KOMATSU 730-E,730E_20,508
2026,Февраль 2026,16.45,2220733.27,831699.07,188.507030809859,KOMATSU 730-E,730E_21,509
2026,Февраль 2026,16.86,2450703.72,832273.81,186.38226183431925,KOMATSU 730-E,730E_22,510
2026,Февраль 2026,15.72,2206127.85,799253.65,187.0254847873905,KOMATSU 730-E,730E_23,511
2026,Февраль 2026,16.04,2653355.11,755552.73,186.27974243721468,KOMATSU 730-E,730E_24,512
2026,Февраль 2026,16.41,2483288.2,828298.33,187.0956650439699,KOMATSU 730-E,730E_25,513
2026,Февраль 2026,16,2060369.75,837672.45,188.9127917310661,KOMATSU 730-E,730E_26,514
2026,Февраль 2026,16.79,2030150.04,850668.56,184.833401497696,KOMATSU 730-E,730E_27,515
2026,Февраль 2026,16.34,2307495.72,839758.01,188.440341997264,KOMATSU 730-E,730E_28,516
2026,Февраль 2026,15.51,2237755.39,807752.02,188.04152063599432,KOMATSU 730-E,730E_29,517
2026,Февраль 2026,17.96,2235048.6,867116.98,182.55711605890582,KOMATSU 730-E,730E_37,864
2026,Февраль 2026,16.85,2012939.51,856532.24,191.3010490126941,KOMATSU 730-E,730E_38,865
2026,Февраль 2026,16.64,2138653.83,836165.92,181.97905435528148,KOMATSU 730-E,730E_39,866
2026,Февраль 2026,16.82,1992782.68,859637.94,188.9451774296674,KOMATSU 730-E,730E_40,867
2026,Февраль 2026,17.69,2641311.78,949307.12,188.22996201261452,NHL NTE200,NHL NTE200_43,1415
2026,Февраль 2026,17.76,2542670.94,958148.14,189.25322392638014,NHL NTE200,NHL NTE200_44,1416
2026,Февраль 2026,17.76,2576281.42,953326,184.6476005096265,NHL NTE200,NHL NTE200_45,1417
2026,Февраль 2026,17.65,2414829.89,930431.13,182.34382175925936,NHL NTE200,NHL NTE200_46,1418
2026,Февраль 2026,17.21,2515292.86,937072.7,187.04137619474318,NHL NTE200,NHL NTE200_47,1419
2026,Февраль 2026,17.79,2431298.36,923759.56,187.30106472646293,NHL NTE200,NHL NTE200_48,1420
2026,Февраль 2026,17.21,2475371.32,925679.81,190.7558656881313,NHL NTE200,NHL NTE200_49,1445
2026,Февраль 2026,17.55,2440034.58,935894.45,187.2098277496841,NHL NTE200,NHL NTE200_50,1446
2026,Февраль 2026,17,2426125.98,908990.95,185.38750257125085,NHL NTE200,NHL NTE200_51,1447
2026,Февраль 2026,16.98,2224253.95,934355.76,188.96249468838514,NHL NTE200,NHL NTE200_52,1448
2026,Февраль 2026,18.09,2584861.2,916416.01,183.7903337845592,NHL NTE200,NHL NTE200_53,1449
2026,Февраль 2026,18.49,2577936.11,963782.87,186.07417977855457,NHL NTE200,NHL NTE200_54,1450
2026,Февраль 2026,17.06,2413722.53,864703.77,185.75999917654806,NHL NTE200,NHL NTE200_55,1481
2026,Февраль 2026,17.37,2557082.5,915909.77,191.45239002478314,NHL NTE200,NHL NTE200_56,1490
2026,Февраль 2026,17.91,2145774.34,960328.15,187.36174866329463,NHL NTE200,NHL NTE200_57,1491
2026,Февраль 2026,17.9,1971507.17,698058.7,187.6927722267539,NHL NTE200,NHL NTE200_58,1496
2026,Февраль 2026,17.63,2399982.85,936582.88,189.3052104037267,NHL NTE200,NHL NTE200_59,1497
2026,Февраль 2026,17.92,2522474.59,948949.79,186.28861554373498,NHL NTE200,NHL NTE200_60,1498
2026,Февраль 2026,17.36,2600518.64,941592.8,190.0397125149339,NHL NTE200,NHL NTE200_61,1499
2026,Февраль 2026,17.08,2497751.93,921485.86,189.52191088516744,NHL NTE200,NHL NTE200_62,1533
2026,Февраль 2026,17.97,2618532.55,931846.16,187.82182052414586,NHL NTE200,NHL NTE200_63,1634
2026,Февраль 2026,17.96,2641102.75,952722.55,187.1337463704991,NHL NTE200,NHL NTE200_64,1635
2026,Февраль 2026,18.27,2535773.19,925221.8,187.02841084123222,NHL NTE200,NHL NTE200_65,1636
2026,Февраль 2026,18.23,2598849.98,917819.76,188.20671748554886,NHL NTE200,NHL NTE200_66,1641
2026,Февраль 2026,17.82,2493076.31,951249.6,186.69042106807527,NHL NTE200,NHL NTE200_67,1642
2026,Февраль 2026,18.16,2560603.52,927491.31,186.98556437125745,NHL NTE200,NHL NTE200_68,1644
2026,Февраль 2026,17.36,2451137,914447.54,187.70444550561794,NHL NTE200,NHL NTE200_69,1645
2026,Февраль 2026,17.98,2570752.93,917829.26,189.56284503631954,NHL NTE200,NHL NTE200_70,1647
2026,Февраль 2026,17.29,2585798.19,942924.25,188.40793947688573,NHL NTE200,NHL NTE200_71,1656
2026,Февраль 2026,17.28,2483812.91,911572.02,184.5864675870348,NHL NTE200,NHL NTE200_72,1671
2026,Февраль 2026,18.16,2437317.89,954251.42,185.9765688451778,NHL NTE200,NHL NTE200_73,1672
2026,Февраль 2026,17.22,2556187.24,928909.25,190.55780841260392,NHL NTE200,NHL NTE200_74,1683
2026,Февраль 2026,17.28,2548205.52,949933.79,187.88070784023654,NHL NTE200,NHL NTE200_75,1687
2026,Февраль 2026,17.53,2335967.66,909911.26,183.07395833333334,NHL NTE200,NHL NTE200_76,1689
2026,Февраль 2026,18.44,2548334.09,955348.37,190.6310693772673,NHL NTE200,NHL NTE200_77,1691
2026,Февраль 2026,17.86,2582768.56,949442.05,187.86220398509184,NHL NTE200,NHL NTE200_78,1698
2026,Февраль 2026,17.62,2570971.26,943635.14,190.52826167076174,NHL NTE200,NHL NTE200_82,1901
2026,Февраль 2026,17.13,2270940.38,906421.89,188.73546246648795,NHL NTE200,NHL NTE200_83,1902
2026,Февраль 2026,17.07,2564894.52,950631.75,190.80608063549158,NHL NTE200,NHL NTE200_84,1903
2026,Февраль 2026,17.76,2597593.73,955330.05,189.301387889688,NHL NTE200,NHL NTE200_85,1909
2026,Февраль 2026,16.9,2356289.4,883425.39,181.47820854350581,NHL NTE200,NHL NTE200_86,1924
2026,Февраль 2026,16.91,2550237.7,918603.54,186.90971889952124,NHL NTE200,NHL NTE200_87,1913
2026,Февраль 2026,17.17,2391738.92,928864.91,189.32044079634477,NHL NTE200,NHL NTE200_88,1946
2026,Февраль 2026,17.41,2633138.11,961191.1,192.11230161097888,NHL NTE200,NHL NTE200_89,1927
2026,Февраль 2026,17.55,2704269.98,940775.31,188.32199452764996,NHL NTE200,NTE200_79,1887
2026,Февраль 2026,18.1,2664308.95,947611.96,189.49348699421947,NHL NTE200,NTE200_80,1888
2026,Февраль 2026,17.27,2581646.73,923595.35,187.25059702591292,NHL NTE200,NTE200_81,1883
2026,Март 2026,17.02,2193585.51,979285.77,190.69040202149372,KOMATSU 730-E,730E_13,501
2026,Март 2026,15.86,2240543.39,920191.5,189.15777994532814,KOMATSU 730-E,730E_14,502
2026,Март 2026,16.79,2311330.21,949024.43,187.58864675655965,KOMATSU 730-E,730E_15,503
2026,Март 2026,16.41,2123066.58,922500.65,190.20595357331203,KOMATSU 730-E,730E_16,504
2026,Март 2026,16.41,1737047.44,965719.61,192.34687988917818,KOMATSU 730-E,730E_17,505
2026,Март 2026,16.96,2472132.16,955011.28,189.83897773508232,KOMATSU 730-E,730E_18,506
2026,Март 2026,16.65,968234.4,916636,181.93275873893816,KOMATSU 730-E,730E_19,507
